id,ref,title,url,open_date,type,category,department,business_unit,industry,function,city,country,x,y
17705375,JREQ165806,Tax/Legal Analyst (remote),https://jobs.thomsonreuters.com/job/17705375/tax-legal-analyst-remote-remote/,2023-01-30T10:03:23.427Z,Full_time,Publishing / Editorial,Product-ALL,Product - Content,Television Broadcasting,Publishing General,Carrollton,US,-96.8921,32.9614
17705374,JREQ165318,News Publishing Specialist,https://jobs.thomsonreuters.com/job/17705374/news-publishing-specialist-bengaluru-in/,2023-01-30T10:03:23.423Z,Full_time,News & Editorial,Reuters - ALL,Reuters Editorial,Television Broadcasting,Editor,Bengaluru,IN,77.5946,12.9716
17705373,JREQ165295,"Associate Sales Executive, TAP Small - Mid (Software)",https://jobs.thomsonreuters.com/job/17705373/associate-sales-executive-tap-small-mid-software-ann-arbor-mi/,2023-01-30T10:03:23.41Z,Full_time,Sales,Tax&Accounting Professionals-ALL,Tax&Acctg Small-Mid Firms-ALL,Television Broadcasting,Sales General,Ann Arbor,US,-83.7207,42.2381
17705094,JREQ165874,Tax Associate,https://jobs.thomsonreuters.com/job/17705094/tax-associate-gdansk-pl/,2023-01-30T08:03:25.68Z,Full_time,Publishing / Editorial,Product-ALL,Product - Content,Television Broadcasting,Publishing General,Gdansk,PL,18.6466,54.352
17458491,JREQ164708,#1 Operator – Mac in Prepress - 3rd shift,https://jobs.thomsonreuters.com/job/17458491/-1-operator-mac-in-prepress-3rd-shift-eagan-mn/,2023-01-30T07:03:55.3Z,Full_time,Production & Materials Management,Global Print-ALL,Global Print Prop Strategy & Ops,Television Broadcasting,Production General,Eagan,US,-93.1669,44.8041
17704675,JREQ165959,Senior Awards Manager,https://jobs.thomsonreuters.com/job/17704675/senior-awards-manager-singapore-sg/,2023-01-30T05:04:24.133Z,Full_time,Marketing,Legal Professionals-ALL,Asia & Emerging Markets - Legal,Television Broadcasting,Marketing General,Singapore,SG,103.85,1.28967
17704636,JREQ165118,ETS Ops Lead Technical Support Engineer,https://jobs.thomsonreuters.com/job/17704636/ets-ops-lead-technical-support-engineer-bengaluru-in/,2023-01-30T03:04:02.43Z,Full_time,Technology Operations,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Computer Operations Manager,Bengaluru,IN,77.5946,12.9716
17704635,JREQ165116,ETS Ops Senior Technical Support Engineer,https://jobs.thomsonreuters.com/job/17704635/ets-ops-senior-technical-support-engineer-bengaluru-in/,2023-01-30T03:04:02.423Z,Full_time,Technology Operations,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Computer Operations Manager,Bengaluru,IN,77.5946,12.9716
17704634,JREQ165115,ETS Ops Technical Support Engineer,https://jobs.thomsonreuters.com/job/17704634/ets-ops-technical-support-engineer-bengaluru-in/,2023-01-30T03:04:02.417Z,Full_time,Technology Operations,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Computer Operations Manager,Bengaluru,IN,77.5946,12.9716
17704633,JREQ165114,ETS Ops Technical Support Engineer,https://jobs.thomsonreuters.com/job/17704633/ets-ops-technical-support-engineer-bengaluru-in/,2023-01-30T03:04:02.41Z,Full_time,Technology Operations,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Computer Operations Manager,Bengaluru,IN,77.5946,12.9716
17704632,JREQ164662,"Senior Director ,  Sourcing and Procurement Systems",https://jobs.thomsonreuters.com/job/17704632/senior-director-sourcing-and-procurement-systems-hyderabad-in/,2023-01-30T03:04:02.407Z,Full_time,Technology Development,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Computers General,Hyderabad,IN,78.4867,17.385
17704542,JREQ165662,Senior Marketing Analyst,https://jobs.thomsonreuters.com/job/17704542/senior-marketing-analyst-hyderabad-in/,2023-01-30T01:04:44.273Z,Full_time,Marketing,Enabling Functions-ALL,Marketing-ALL,Television Broadcasting,Marketing General,Hyderabad,IN,78.4867,17.385
17700004,JREQ165873,Cloud Solutions Consultant,https://jobs.thomsonreuters.com/job/17700004/cloud-solutions-consultant-remote/,2023-01-27T18:04:15.28Z,Full_time,Sales,Legal Professionals-ALL,Legal Large Law-ALL,Television Broadcasting,Sales General,Eagan,US,-93.1669,44.8041
17650656,JREQ165193,Senior Project Manager,https://jobs.thomsonreuters.com/job/17650656/senior-project-manager-mexico-city-mx/,2023-01-27T15:05:01.493Z,Full_time,Project Management,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Project Manager,Mexico City,MX,-99.1332,19.4326
17697324,JREQ165837,"Graphic Designer, Thomson Reuters Foundation",https://jobs.thomsonreuters.com/job/17697324/graphic-designer-thomson-reuters-foundation-london-gb/,2023-01-27T11:04:30.253Z,Full_time,Marketing,Enabling Functions-ALL,Enabling Functions Segment-ALL,Television Broadcasting,Marketing General,London,GB,-0.127758,51.5074
17697323,JREQ165562,Machine Learning Ops Lead Engineer,https://jobs.thomsonreuters.com/job/17697323/machine-learning-ops-lead-engineer-remote/,2023-01-27T11:04:30.24Z,Full_time,Technology Development,Operations & Technology-ALL,Technology - Product Engineering-ALL,Television Broadcasting,Computers General,Magnolia,US,-95.6783,30.2186
17696568,JREQ165499,"Output Editor, Reuters",https://jobs.thomsonreuters.com/job/17696568/output-editor-reuters-london-gb/,2023-01-27T10:03:30.56Z,Full_time,News & Editorial,Reuters - ALL,Reuters Editorial,Television Broadcasting,Editor,London,GB,-0.127758,51.5074
17695735,JREQ165651,Marketing Technical Analyst (Power App),https://jobs.thomsonreuters.com/job/17695735/marketing-technical-analyst-power-app-hyderabad-in/,2023-01-27T03:03:57.003Z,Full_time,Marketing,Enabling Functions-ALL,Marketing-ALL,Television Broadcasting,Marketing General,Hyderabad,IN,78.4867,17.385
17692866,JREQ165872,Agent soutien fiscal ImpôtExpert / Tax support agent UFile,https://jobs.thomsonreuters.com/job/17692866/agent-soutien-fiscal-imp-texpert-tax-support-agent-ufile-montreal-ca/,2023-01-26T17:04:22.053Z,Full_time,Graduates/Interns,Tax&Accounting Professionals-ALL,Tax&Acctg Small-Mid Firms-ALL,Television Broadcasting,Intern,Montreal,CA,-73.5673,45.5017
17692480,JREQ165554,Finance Manager – Technology Finance,https://jobs.thomsonreuters.com/job/17692480/finance-manager-technology-finance-toronto-ca/,2023-01-26T16:03:37.733Z,Full_time,Accounting & Finance,Operations & Technology-ALL,Finance - Operations,Television Broadcasting,Accounting General,Toronto,CA,-79.3832,43.6532
17692479,JREQ165527,"Manager/Sr. Manager, Sales Incentives Compensation",https://jobs.thomsonreuters.com/job/17692479/manager-sr-manager-sales-incentives-compensation-carrollton-tx/,2023-01-26T16:03:37.72Z,Full_time,Business Operations,Enabling Functions-ALL,Commercial Excellence-ALL,Television Broadcasting,Operations General,Carrollton,US,-96.8921,32.9614
17557966,JREQ165061,Legal Counsel - Government Contracts (D.C./MSP/DAL) (hybrid),https://jobs.thomsonreuters.com/job/17557966/legal-counsel-government-contracts-d-c-msp-dal-hybrid-mclean-va/,2023-01-26T15:04:42.977Z,Full_time,Legal & Regulatory Professionals,Enabling Functions-ALL,Enabling Functions General Counsel,Television Broadcasting,Legal General,McLean,US,-77.2351,38.9528
16993888,JREQ163737,"Technical Producer, Reuters (Six month contract)",https://jobs.thomsonreuters.com/job/16993888/technical-producer-reuters-six-month-contract-london-gb/,2023-01-26T15:04:42.977Z,Full_time,News & Editorial,Reuters - ALL,Reuters Editorial,Television Broadcasting,Editor,London,GB,-0.127758,51.5074
17691649,JREQ165816,Remote - Senior DevOps Release Engineer,https://jobs.thomsonreuters.com/job/17691649/remote-senior-devops-release-engineer-remote/,2023-01-26T14:03:46.107Z,Full_time,Technology Development,Government-ALL,Government CMS,Television Broadcasting,Computers General,Eagan,US,-93.1669,44.8041
17691648,JREQ165805,Menor Aprendiz,https://jobs.thomsonreuters.com/job/17691648/menor-aprendiz-crici-ma-br/,2023-01-26T14:03:46.09Z,Part_time,Graduates/Interns,Tax&Accounting Professionals-ALL,LatAm - Tax&Acctg,Television Broadcasting,Intern,Criciúma,BR,-49.3734,-28.6728
17691263,JREQ165904,Global Media Lawyer/Litigator,https://jobs.thomsonreuters.com/job/17691263/global-media-lawyer-litigator-gdansk-pl/,2023-01-26T13:04:32.14Z,Full_time,Legal & Regulatory Professionals,Enabling Functions-ALL,Enabling Functions General Counsel,Television Broadcasting,Legal General,Gdansk,PL,18.6466,54.352
17691262,JREQ165881,Sales Operations Analyst,https://jobs.thomsonreuters.com/job/17691262/sales-operations-analyst-eagan-mn/,2023-01-26T13:04:32.047Z,Full_time,Business Operations,Enabling Functions-ALL,Commercial Excellence-ALL,Television Broadcasting,Operations General,Eagan,US,-93.1669,44.8041
17691261,JREQ165558,"Luxury and Wealth Correspondent, Switzerland",https://jobs.thomsonreuters.com/job/17691261/luxury-and-wealth-correspondent-switzerland-zurich-ch/,2023-01-26T13:04:32.033Z,Full_time,News & Editorial,Reuters - ALL,Reuters Editorial,Television Broadcasting,Editor,Zurich,CH,8.54169,47.3769
17689891,JREQ165397,Desenvolvedor de Software Pleno,https://jobs.thomsonreuters.com/job/17689891/desenvolvedor-de-software-pleno-s-o-paulo-br/,2023-01-26T10:03:31.6Z,Full_time,Technology Development,Operations & Technology-ALL,Technology - Product Engineering-ALL,Television Broadcasting,Computers General,São Paulo,BR,-46.6333,-23.5505
17689162,JREQ165893,Senior Business Development Manager (Vietnam focused),https://jobs.thomsonreuters.com/job/17689162/senior-business-development-manager-vietnam-focused-singapore-sg/,2023-01-26T03:03:56.12Z,Full_time,Sales,Corporates-ALL,Asia & Emerging Markets - Corporates,Television Broadcasting,Sales General,Singapore,SG,103.85,1.28967
17686249,JREQ164892,Sr. Business Analyst,https://jobs.thomsonreuters.com/job/17686249/sr-business-analyst-toronto-ca/,2023-01-25T18:04:01.83Z,Full_time,Technology Operations,Reuters - ALL,Reuters Technology-ALL,Television Broadcasting,Computer Operations Manager,Toronto,CA,-79.3832,43.6532
17685536,JREQ165444,Lead Customer Security Analyst–Premier Customer Program,https://jobs.thomsonreuters.com/job/17685536/lead-customer-security-analyst-premier-customer-program-eagan-mn/,2023-01-25T16:03:28.153Z,Full_time,Technology Operations,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Computer Operations Manager,Eagan,US,-93.1669,44.8041
17685058,JREQ161352,Associate Customer Success Executive,https://jobs.thomsonreuters.com/job/17685058/associate-customer-success-executive-mexico-city-mx/,2023-01-25T15:05:13.613Z,Full_time,Sales,Corporates-ALL,"Corporates Small, Mid-Market",Television Broadcasting,Sales General,Mexico City,MX,-99.1332,19.4326
17684712,JREQ164989,Sales Development Representative,https://jobs.thomsonreuters.com/job/17684712/sales-development-representative-mexico-city-mx/,2023-01-25T14:04:13.36Z,Full_time,Sales,Corporates-ALL,Corporates Legal,Television Broadcasting,Sales General,Mexico City,MX,-99.1332,19.4326
17684289,JREQ165433,Senior Digital Content Lead,https://jobs.thomsonreuters.com/job/17684289/senior-digital-content-lead-eagan-mn/,2023-01-25T13:04:04.03Z,Full_time,Marketing,Operations & Technology-ALL,Operations Digital,Television Broadcasting,Marketing General,Eagan,US,-93.1669,44.8041
17684287,JREQ165175,Consultant,https://jobs.thomsonreuters.com/job/17684287/consultant-remote/,2023-01-25T13:04:04.013Z,Full_time,Professional & Consulting Services,Tax&Accounting Professionals-ALL,Tax&Acctg Professional Services,Television Broadcasting,Consulting,Carrollton,US,-96.8921,32.9614
17683688,JREQ165863,"Breaking News Correspondent, France & Benelux",https://jobs.thomsonreuters.com/job/17683688/breaking-news-correspondent-france-benelux-paris-fr/,2023-01-25T11:04:42.22Z,Full_time,News & Editorial,Reuters - ALL,Reuters Editorial,Television Broadcasting,Editor,Paris,FR,2.3488,48.8534
17682819,JREQ165769,Lead Content Developer (Software Developer) (hybrid),https://jobs.thomsonreuters.com/job/17682819/lead-content-developer-software-developer-hybrid-carrollton-tx/,2023-01-25T10:03:21.69Z,Full_time,Technology Development,Product-ALL,Product - Content,Television Broadcasting,Computers General,Carrollton,US,-96.8921,32.9614
17682818,JREQ165768,GIS Lead (hybrid),https://jobs.thomsonreuters.com/job/17682818/gis-lead-hybrid-carrollton-tx/,2023-01-25T10:03:21.687Z,Full_time,Publishing / Editorial,Product-ALL,Product - Content,Television Broadcasting,Publishing General,Carrollton,US,-96.8921,32.9614
17682817,JREQ165767,Senior GIS Analyst (hybrid),https://jobs.thomsonreuters.com/job/17682817/senior-gis-analyst-hybrid-carrollton-tx/,2023-01-25T10:03:21.68Z,Full_time,Publishing / Editorial,Product-ALL,Product - Content,Television Broadcasting,Publishing General,Carrollton,US,-96.8921,32.9614
17682816,JREQ165765,"Tax Analyst, Sales & Use (hybrid)",https://jobs.thomsonreuters.com/job/17682816/tax-analyst-sales-use-hybrid-carrollton-tx/,2023-01-25T10:03:21.667Z,Full_time,Publishing / Editorial,Product-ALL,Product - Content,Television Broadcasting,Publishing General,Carrollton,US,-96.8921,32.9614
17682632,JREQ165867,Customer Technical Support Representative - French and English Bilingual,https://jobs.thomsonreuters.com/job/17682632/customer-technical-support-representative-french-and-english-bilingual-manila-ph/,2023-01-25T09:04:20.46Z,Full_time,Customer Service & Support,Operations & Technology-ALL,Operations & Technology Segment,Television Broadcasting,Customer Service,Manila,PH,121,14.6635
17682630,JREQ165605,Assitente Comercial,https://jobs.thomsonreuters.com/job/17682630/assitente-comercial-crici-ma-br/,2023-01-25T09:04:20.447Z,Full_time,Business Operations,Tax&Accounting Professionals-ALL,LatAm - Tax&Acctg,Television Broadcasting,Operations General,Criciúma,BR,-49.3734,-28.6728
17681864,JREQ165707,"Project Manager, Thomson Reuters Foundation",https://jobs.thomsonreuters.com/job/17681864/project-manager-thomson-reuters-foundation-london-gb/,2023-01-25T07:03:44.933Z,Full_time,Project Management,Enabling Functions-ALL,Enabling Functions Segment-ALL,Television Broadcasting,Project Manager,London,GB,-0.127758,51.5074
17681863,JREQ165617,Global Media Lawyer/Litigator,https://jobs.thomsonreuters.com/job/17681863/global-media-lawyer-litigator-london-gb/,2023-01-25T07:03:44.92Z,Full_time,Legal & Regulatory Professionals,Enabling Functions-ALL,Enabling Functions General Counsel,Television Broadcasting,Legal General,London,GB,-0.127758,51.5074
17681498,JREQ164597,Digital Manager,https://jobs.thomsonreuters.com/job/17681498/digital-manager-bengaluru-in/,2023-01-25T06:03:27.197Z,Full_time,News & Editorial,Reuters - ALL,Reuters Editorial,Television Broadcasting,Editor,Bengaluru,IN,77.5946,12.9716
17681396,JREQ163828,Sourcing Specialist,https://jobs.thomsonreuters.com/job/17681396/sourcing-specialist-hyderabad-in/,2023-01-25T03:03:32.65Z,Full_time,Procurement,Operations & Technology-ALL,Operations Content,Television Broadcasting,Operations-Procurement General,Hyderabad,IN,78.4867,17.385
17680131,JREQ165656,China Technology Correspondent,https://jobs.thomsonreuters.com/job/17680131/china-technology-correspondent-beijing-cn/,2023-01-24T21:04:55.977Z,Full_time,News & Editorial,Reuters - ALL,Reuters Editorial,Television Broadcasting,Editor,Beijing,CN,116.407,39.9042
17678795,JREQ165758,Client Project Manager,https://jobs.thomsonreuters.com/job/17678795/client-project-manager-ann-arbor-mi/,2023-01-24T19:03:56.763Z,Full_time,Professional & Consulting Services,Tax&Accounting Professionals-ALL,Tax&Acctg Professional Services,Television Broadcasting,Consulting,Ann Arbor,US,-83.7207,42.2381
17678794,JREQ165614,"Senior Sales Executive, ONESOURCE- West Coast",https://jobs.thomsonreuters.com/job/17678794/senior-sales-executive-onesource-west-coast-culver-city-ca/,2023-01-24T19:03:56.707Z,Full_time,Sales,Corporates-ALL,Corporates Tax,Television Broadcasting,Sales General,Culver City,US,-118.396,34.0211
17678226,JREQ165552,"Sales Executive, Digital Marketing (New Mexico)",https://jobs.thomsonreuters.com/job/17678226/sales-executive-digital-marketing-new-mexico-remote/,2023-01-24T18:03:59.643Z,Full_time,Sales,Legal Professionals-ALL,Legal Small Law-ALL,Television Broadcasting,Sales General,Santa Fe,US,-105.967,35.6997
17677519,JREQ165607,Marketer,https://jobs.thomsonreuters.com/job/17677519/marketer-eagan-mn/,2023-01-24T16:03:37.04Z,Full_time,Marketing,Global Print-ALL,Marketing - Global Print,Television Broadcasting,Marketing General,Eagan,US,-93.1669,44.8041
17677517,JREQ165566,Materials Management Associate - Receiving (1st shift),https://jobs.thomsonreuters.com/job/17677517/materials-management-associate-receiving-1st-shift-eagan-mn/,2023-01-24T16:03:37.01Z,Full_time,Production & Materials Management,Global Print-ALL,Global Print Prop Strategy & Ops,Television Broadcasting,Production General,Eagan,US,-93.1669,44.8041
17677516,JREQ165415,Client Executive (Asset Verification),https://jobs.thomsonreuters.com/job/17677516/client-executive-asset-verification-remote/,2023-01-24T16:03:36.95Z,Full_time,Sales,Tax&Accounting Professionals-ALL,Tax&Acctg Confirmation,Television Broadcasting,Sales General,Carrollton,US,-96.8921,32.9614
17174047,JREQ164530,#3 Operator in Subscription Services - 2nd shift,https://jobs.thomsonreuters.com/job/17174047/-3-operator-in-subscription-services-2nd-shift-eagan-mn/,2023-01-24T16:03:34.707Z,Full_time,Production & Materials Management,Global Print-ALL,Global Print Prop Strategy & Ops,Television Broadcasting,Production General,Eagan,US,-93.1669,44.8041
17604244,JREQ165260,#3 Operator in Bindery - 3rd shift,https://jobs.thomsonreuters.com/job/17604244/-3-operator-in-bindery-3rd-shift-eagan-mn/,2023-01-24T16:03:34.707Z,Full_time,Production & Materials Management,Global Print-ALL,Global Print Prop Strategy & Ops,Television Broadcasting,Production General,Eagan,US,-93.1669,44.8041
14139208,JREQ149583,Application Architect,https://jobs.thomsonreuters.com/job/14139208/application-architect-toronto-ca/,2023-01-24T16:03:34.707Z,Full_time,Technology Development,Operations & Technology-ALL,Technology - Product Engineering-ALL,Television Broadcasting,Computers General,Toronto,CA,-79.3832,43.6532
17676503,JREQ165800,"Associate Client Executive, TAP (Software)",https://jobs.thomsonreuters.com/job/17676503/associate-client-executive-tap-software-ann-arbor-mi/,2023-01-24T14:03:23.48Z,Full_time,Sales,Tax&Accounting Professionals-ALL,Tax&Acctg Small-Mid Firms-ALL,Television Broadcasting,Sales General,Ann Arbor,US,-83.7207,42.2381
17165933,JREQ164351,Materials Management Associate - Receiving (1st shift),https://jobs.thomsonreuters.com/job/17165933/materials-management-associate-receiving-1st-shift-eagan-mn/,2023-01-24T14:03:22.223Z,Full_time,Production & Materials Management,Global Print-ALL,Global Print Prop Strategy & Ops,Television Broadcasting,Production General,Eagan,US,-93.1669,44.8041
16737614,JREQ163094,Materials Management Associate - 1st shift,https://jobs.thomsonreuters.com/job/16737614/materials-management-associate-1st-shift-eagan-mn/,2023-01-24T14:03:22.223Z,Full_time,Production & Materials Management,Global Print-ALL,Global Print Prop Strategy & Ops,Television Broadcasting,Production General,Eagan,US,-93.1669,44.8041
17676126,JREQ165621,UX Designer,https://jobs.thomsonreuters.com/job/17676126/ux-designer-london-gb/,2023-01-24T13:03:40.423Z,Full_time,Technology Development,Reuters - ALL,Reuters Technology-ALL,Television Broadcasting,Computers General,London,GB,-0.127758,51.5074
17466973,JREQ164630,"Employee Experience Business Analyst, Corporate &Technology",https://jobs.thomsonreuters.com/job/17466973/employee-experience-business-analyst-corporate-technology-mexico-city-mx/,2023-01-24T13:03:38.98Z,Full_time,Technology Operations,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Computer Operations Manager,Mexico City,MX,-99.1332,19.4326
17675342,JREQ165774,"Head of Program Accounting, Thomson Reuters Foundation",https://jobs.thomsonreuters.com/job/17675342/head-of-program-accounting-thomson-reuters-foundation-london-gb/,2023-01-24T11:04:01.94Z,Full_time,Accounting & Finance,Enabling Functions-ALL,Enabling Functions Segment-ALL,Television Broadcasting,Accounting General,London,GB,-0.127758,51.5074
17675341,JREQ165627,"Program Accountant, Thomson Reuters Foundation",https://jobs.thomsonreuters.com/job/17675341/program-accountant-thomson-reuters-foundation-london-gb/,2023-01-24T11:04:01.917Z,Full_time,Accounting & Finance,Enabling Functions-ALL,Enabling Functions Segment-ALL,Television Broadcasting,Accounting General,London,GB,-0.127758,51.5074
