id,title,url,open_date,type,city,country,x,y
JREQ191880,Attorney Editor,https://careers.thomsonreuters.com/us/en/job/JREQ191880,2025-07-09T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10793129999999,44.8524402
JREQ192485,Sports Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ192485,2025-07-09T00:00:00.000+0000,Full time,Bengaluru,India,77.708722,12.9776035
JREQ192164,Global Trade Analyst II - FTA Content,https://careers.thomsonreuters.com/us/en/job/JREQ192164,2025-07-09T00:00:00.000+0000,Full time,Mexico City,Mexico,-99.15156759999999,19.4342738
JREQ192894,"Senior Correspondent, Reuters Polls",https://careers.thomsonreuters.com/us/en/job/JREQ192894,2025-07-08T00:00:00.000+0000,Full time,Bengaluru,India,77.708722,12.9776035
JREQ192548,"News Reporter, Reuters (German speaking)",https://careers.thomsonreuters.com/us/en/job/JREQ192548,2025-07-07T00:00:00.000+0000,Full time,Gdansk,Poland,18.5757343,54.400578
JREQ191934,"Editor, Current Awareness",https://careers.thomsonreuters.com/us/en/job/JREQ191934,2025-07-07T00:00:00.000+0000,Full time,Manila,Philippines,121.0497015,14.5348768
JREQ192776,Editor/Attorney Editor for Westlaw Today,https://careers.thomsonreuters.com/us/en/job/JREQ192776,2025-07-07T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10793129999999,44.8524402
JREQ191566,デジタルニュース・アシスタントプロデューサー　契約社員,https://careers.thomsonreuters.com/us/en/job/JREQ191566,2025-07-03T00:00:00.000+0000,Full time,Tokyo,Japan,139.7488929,35.6621409
JREQ191394,QA Associate - US Taxation (Tax Forms),https://careers.thomsonreuters.com/us/en/job/JREQ191394,2025-07-03T00:00:00.000+0000,Full time,Hyderabad,India,78.38589340000001,17.4367243
JREQ192736,Video Journalist (Level 1 Journalist - Temp Guild),https://careers.thomsonreuters.com/us/en/job/JREQ192736,2025-07-03T00:00:00.000+0000,Full time,Washington,United States of America,-77.0311952,38.9004793
JREQ192312,"Senior Specialist Legal Editor, Corporate and M&A",https://careers.thomsonreuters.com/us/en/job/JREQ192312,2025-07-02T00:00:00.000+0000,Full time,New York,United States of America,-73.9870076,40.756572
JREQ189247,Manager - Global Trade Content,https://careers.thomsonreuters.com/us/en/job/JREQ189247,2025-07-02T00:00:00.000+0000,Full time,Manila,Philippines,121.0497015,14.5348768
JREQ191773,Editorial Support Associate,https://careers.thomsonreuters.com/us/en/job/JREQ191773,2025-07-02T00:00:00.000+0000,Full time,Hyderabad,India,78.38589340000001,17.4367243
JREQ190761,Legal Editorial Associate - Indexing - LLB/LLM,https://careers.thomsonreuters.com/us/en/job/JREQ190761,2025-07-02T00:00:00.000+0000,Full time,Hyderabad,India,78.38589340000001,17.4367243
JREQ183456,"Legal Editorial Associate - Practical Law UK, US",https://careers.thomsonreuters.com/us/en/job/JREQ183456,2025-07-02T00:00:00.000+0000,Full time,Hyderabad,India,78.38589340000001,17.4367243
