id,title,url,open_date,type,city,country,x,y
JREQ186368,Analista de Operações Editoriais Pleno,https://careers.thomsonreuters.com/us/en/job/JREQ186368,2024-12-26T00:00:00.000+0000,Full time,São Paulo,Brazil,-46.6835209,-23.5990338
JREQ184706,Senior Tax Analyst,https://careers.thomsonreuters.com/us/en/job/JREQ184706,2024-12-24T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ183018,Legal AI Prompter / Evaluator,https://careers.thomsonreuters.com/us/en/job/JREQ183018,2024-12-20T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ185941,"Investigative Reporter, EMEA - Reuters",https://careers.thomsonreuters.com/us/en/job/JREQ185941,2024-12-20T00:00:00.000+0000,Full time,London,United Kingdom,-0.0185088,51.5056439
JREQ186349,Tax Analyst,https://careers.thomsonreuters.com/us/en/job/JREQ186349,2024-12-20T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ183322,"Senior Specialist Legal Editor, Practical Law Property",https://careers.thomsonreuters.com/us/en/job/JREQ183322,2024-12-20T00:00:00.000+0000,Part time,London,United Kingdom,-0.0185088,51.5056439
JREQ185926,Associate Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ185926,2024-12-19T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ183065,China Autos Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ183065,2024-12-19T00:00:00.000+0000,Full time,Beijing,China,116.40108,39.9515199
JREQ186123,Tax Editor (Remote),https://careers.thomsonreuters.com/us/en/job/JREQ186123,2024-12-18T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ186282,Attorney Editor,https://careers.thomsonreuters.com/us/en/job/JREQ186282,2024-12-18T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ186081,Editorial Support Associate,https://careers.thomsonreuters.com/us/en/job/JREQ186081,2024-12-18T00:00:00.000+0000,Full time,Hyderabad,India,78.3847282,17.438325
JREQ185939,News Publishing Specialist,https://careers.thomsonreuters.com/us/en/job/JREQ185939,2024-12-18T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ186117,Accounting Specialist Editor (Remote),https://careers.thomsonreuters.com/us/en/job/JREQ186117,2024-12-18T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ185984,Multimedia News Producer,https://careers.thomsonreuters.com/us/en/job/JREQ185984,2024-12-17T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ185540,"Visual Journalist, Japan",https://careers.thomsonreuters.com/us/en/job/JREQ185540,2024-12-17T00:00:00.000+0000,Full time,Tokyo,Japan,139.7488929,35.6621409
JREQ186107,Cameraperson (Level 1 Journalist - Temp),https://careers.thomsonreuters.com/us/en/job/JREQ186107,2024-12-16T00:00:00.000+0000,Full time,Los Angeles,United States of America,-118.2414884,34.033736
JREQ186008,Cameraperson (Level 1 Journalist - Temp),https://careers.thomsonreuters.com/us/en/job/JREQ186008,2024-12-16T00:00:00.000+0000,Full time,San Francisco,United States of America,-122.3973037,37.7940487
JREQ181084,Reuters Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ181084,2024-12-16T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ185403,Tax & Accounting AI Content Analyst,https://careers.thomsonreuters.com/us/en/job/JREQ185403,2024-12-13T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ183150,"Editor, Corporate Finance, US, Canada and LatAm",https://careers.thomsonreuters.com/us/en/job/JREQ183150,2024-12-13T00:00:00.000+0000,Full time,New York,United States of America,-73.9866995,40.7566955
JREQ184383,US Aerospace & Defense Correspondent (Level 1 Journalist),https://careers.thomsonreuters.com/us/en/job/JREQ184383,2024-12-13T00:00:00.000+0000,Full time,Washington,United States of America,-77.0311952,38.9004793
JREQ184983,"Tax/Legal Analyst, Indirect Tax",https://careers.thomsonreuters.com/us/en/job/JREQ184983,2024-12-13T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ184965,U.S. Intelligence & Law Enforcement Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ184965,2024-12-13T00:00:00.000+0000,Full time,Washington,United States of America,-77.0311952,38.9004793
JREQ182566,"Tax/Legal Analyst, Indirect Tax",https://careers.thomsonreuters.com/us/en/job/JREQ182566,2024-12-13T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ185592,State Tax Editor/Author,https://careers.thomsonreuters.com/us/en/job/JREQ185592,2024-12-13T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ185595,"Senior Producer, Los Angeles",https://careers.thomsonreuters.com/us/en/job/JREQ185595,2024-12-13T00:00:00.000+0000,Full time,Los Angeles,United States of America,-118.2414884,34.033736
JREQ185457,Tax & Accounting Specialist Editor,https://careers.thomsonreuters.com/us/en/job/JREQ185457,2024-12-13T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ185305,Publisher,https://careers.thomsonreuters.com/us/en/job/JREQ185305,2024-12-13T00:00:00.000+0000,Full time,London,United Kingdom,-0.0185088,51.5056439
JREQ185617,Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ185617,2024-12-13T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ184934,"Senior Associate Editor, Data Privacy & Cybersecurity",https://careers.thomsonreuters.com/us/en/job/JREQ184934,2024-12-13T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ185594,"Duty News Editor, North America",https://careers.thomsonreuters.com/us/en/job/JREQ185594,2024-12-13T00:00:00.000+0000,Full time,Washington,United States of America,-77.0311952,38.9004793
JREQ182745,Polling Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ182745,2024-12-12T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ185974,News Publishing Specialist,https://careers.thomsonreuters.com/us/en/job/JREQ185974,2024-12-12T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ184680,Associate QA & E-file Analyst,https://careers.thomsonreuters.com/us/en/job/JREQ184680,2024-12-11T00:00:00.000+0000,Full time,Hyderabad,India,78.3847282,17.438325
JREQ185696,"Associate Picture Editor, Global Pictures Desk",https://careers.thomsonreuters.com/us/en/job/JREQ185696,2024-12-10T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ185977,"Sr. Specialist Legal Editor, Practical Law Asia",https://careers.thomsonreuters.com/us/en/job/JREQ185977,2024-12-10T00:00:00.000+0000,Full time,Singapore,Singapore,103.792796,1.2938815
JREQ185069,Social Media Editor,https://careers.thomsonreuters.com/us/en/job/JREQ185069,2024-12-10T00:00:00.000+0000,Full time,Tokyo,Japan,139.7488929,35.6621409
JREQ185700,Analista de Qualidade Editorial Pleno,https://careers.thomsonreuters.com/us/en/job/JREQ185700,2024-12-10T00:00:00.000+0000,Full time,São Paulo,Brazil,-46.6835209,-23.5990338
JREQ185870,Singapore Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ185870,2024-12-06T00:00:00.000+0000,Full time,Singapore,Singapore,103.792796,1.2938815
JREQ185688,"Breaking News Correspondent, Latin America",https://careers.thomsonreuters.com/us/en/job/JREQ185688,2024-12-05T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ185689,News Reporter with Spanish,https://careers.thomsonreuters.com/us/en/job/JREQ185689,2024-12-05T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ185106,"Insurance Correspondent, The Insurer",https://careers.thomsonreuters.com/us/en/job/JREQ185106,2024-12-04T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ185108,"Insurance Correspondent, The Insurer",https://careers.thomsonreuters.com/us/en/job/JREQ185108,2024-12-04T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ185459,"Senior Specialist Legal Editor, Practical Law Public Sector",https://careers.thomsonreuters.com/us/en/job/JREQ185459,2024-12-04T00:00:00.000+0000,Full time,London,United Kingdom,-0.0185088,51.5056439
JREQ185506,Energy Reporter,https://careers.thomsonreuters.com/us/en/job/JREQ185506,2024-12-02T00:00:00.000+0000,Full time,Toronto,Canada,-79.3884094,43.6480117
JREQ185093,"Chief Correspondent, Mexico & Central America",https://careers.thomsonreuters.com/us/en/job/JREQ185093,2024-12-02T00:00:00.000+0000,Full time,Mexico City,Mexico,-99.1510899,19.4343664
JREQ185114,"Associate Editor, Practical Law",https://careers.thomsonreuters.com/us/en/job/JREQ185114,2024-11-28T00:00:00.000+0000,Full time,London,United Kingdom,-0.0185088,51.5056439
JREQ180946,"Chief Photographer, Greater China",https://careers.thomsonreuters.com/us/en/job/JREQ180946,2024-11-28T00:00:00.000+0000,Full time,Beijing,China,116.40108,39.9515199
JREQ178973,Desk Editor,https://careers.thomsonreuters.com/us/en/job/JREQ178973,2024-11-27T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
