id,title,url,open_date,type,city,country,x,y
JREQ189532,"India M&A and Deals Correspondent, Reuters",https://careers.thomsonreuters.com/us/en/job/JREQ189532,2025-04-02T00:00:00.000+0000,Full time,Mumbai,India,72.86508599999999,19.0579879
JREQ189025,Tax Associate,https://careers.thomsonreuters.com/us/en/job/JREQ189025,2025-04-02T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ189543,Jr. Specialist Editor,https://careers.thomsonreuters.com/us/en/job/JREQ189543,2025-04-01T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ185986,Multimedia News Producer,https://careers.thomsonreuters.com/us/en/job/JREQ185986,2025-04-01T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ189078,"Automation Testing - Python, Web Scrapping (0-1 years exp)",https://careers.thomsonreuters.com/us/en/job/JREQ189078,2025-04-01T00:00:00.000+0000,Full time,Hyderabad,India,78.3847282,17.438325
JREQ189534,"News Translator with Italian, Reuters",https://careers.thomsonreuters.com/us/en/job/JREQ189534,2025-03-31T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ189461,Attorney Editor,https://careers.thomsonreuters.com/us/en/job/JREQ189461,2025-03-28T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ188997,Lead Tax Analyst - Sales and Use,https://careers.thomsonreuters.com/us/en/job/JREQ188997,2025-03-27T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ188904,Accounting Specialist Editor,https://careers.thomsonreuters.com/us/en/job/JREQ188904,2025-03-27T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ183331,Legal Writer,https://careers.thomsonreuters.com/us/en/job/JREQ183331,2025-03-26T00:00:00.000+0000,Full time,Manila,Philippines,121.0520086,14.5344436
JREQ188976,"Breaking News Correspondent, Finance and Markets",https://careers.thomsonreuters.com/us/en/job/JREQ188976,2025-03-26T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ188783,Content Analyst,https://careers.thomsonreuters.com/us/en/job/JREQ188783,2025-03-26T00:00:00.000+0000,Full time,Mexico City,Mexico,-99.1510899,19.4343664
JREQ188330,Attorney Editor,https://careers.thomsonreuters.com/us/en/job/JREQ188330,2025-03-25T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ189167,U.S. Reporter - The Insurer (Level 1 Journalist),https://careers.thomsonreuters.com/us/en/job/JREQ189167,2025-03-24T00:00:00.000+0000,Full time,New York,United States of America,-73.9866995,40.7566955
JREQ181084,Reuters Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ181084,2025-03-24T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ189042,Analyst - Global Trade Content,https://careers.thomsonreuters.com/us/en/job/JREQ189042,2025-03-24T00:00:00.000+0000,Full time,Mexico City,Mexico,-99.1510899,19.4343664
JREQ189217,"Correspondent, India Finance",https://careers.thomsonreuters.com/us/en/job/JREQ189217,2025-03-21T00:00:00.000+0000,Full time,Mumbai,India,72.86508599999999,19.0579879
JREQ189177,Analista de Operações Editoriais Pleno,https://careers.thomsonreuters.com/us/en/job/JREQ189177,2025-03-20T00:00:00.000+0000,Full time,São Paulo,Brazil,-46.6835209,-23.5990338
JREQ189253,"Visual Investigations Editor, Reuters",https://careers.thomsonreuters.com/us/en/job/JREQ189253,2025-03-20T00:00:00.000+0000,Full time,London,United Kingdom,-0.0185088,51.5056439
JREQ185988,Principal Legal Editor,https://careers.thomsonreuters.com/us/en/job/JREQ185988,2025-03-19T00:00:00.000+0000,Full time,,United Arab Emirates,55.1575893,25.0961362
JREQ187538,US Taxation - Associate Quality Assurance & E-File Analyst,https://careers.thomsonreuters.com/us/en/job/JREQ187538,2025-03-19T00:00:00.000+0000,Full time,Hyderabad,India,78.3847282,17.438325
JREQ188868,"Senior Lawyer Writer, Corporate",https://careers.thomsonreuters.com/us/en/job/JREQ188868,2025-03-18T00:00:00.000+0000,Full time,Pyrmont,Australia,151.1915144,-33.8664432
JREQ188759,Lawyer Editor,https://careers.thomsonreuters.com/us/en/job/JREQ188759,2025-03-18T00:00:00.000+0000,Full time,Pyrmont,Australia,151.1915144,-33.8664432
JREQ183070,"Sr Specialist Legal Editor, Practical Law Asia, Corporate",https://careers.thomsonreuters.com/us/en/job/JREQ183070,2025-03-17T00:00:00.000+0000,Full time,Singapore,Singapore,103.792796,1.2938815
JREQ188977,"Sr Specialist Legal Editor, Practical Law Asia, Commercial",https://careers.thomsonreuters.com/us/en/job/JREQ188977,2025-03-17T00:00:00.000+0000,Full time,Singapore,Singapore,103.792796,1.2938815
JREQ185592,State Tax Editor/Author,https://careers.thomsonreuters.com/us/en/job/JREQ185592,2025-03-14T00:00:00.000+0000,Full time,Washington,United States of America,-77.0311952,38.9004793
JREQ188876,Senior Sport Photo Editor - Reuters,https://careers.thomsonreuters.com/us/en/job/JREQ188876,2025-03-13T00:00:00.000+0000,Full time,Madrid,Spain,-3.6798774,40.4371514
JREQ188624,"Senior Tax Analyst, Tax Research & Content",https://careers.thomsonreuters.com/us/en/job/JREQ188624,2025-03-12T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ185927,Associate Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ185927,2025-03-11T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
