id,title,url,open_date,type,city,country,x,y
JREQ176527,Process Associate,https://careers.thomsonreuters.com/us/en/job/JREQ176527,2024-02-16T00:00:00.000+0000,Full time,Mumbai,India,72.8814089,19.1114368
JREQ170342,Sr. Tax Executive,https://careers.thomsonreuters.com/us/en/job/JREQ170342,2024-02-14T00:00:00.000+0000,Full time,Mumbai,India,72.8814089,19.1114368
JREQ176093,"Correspondent, India",https://careers.thomsonreuters.com/us/en/job/JREQ176093,2024-02-14T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ170346,Sr. Tax Executive,https://careers.thomsonreuters.com/us/en/job/JREQ170346,2024-02-14T00:00:00.000+0000,Full time,Mumbai,India,72.8814089,19.1114368
JREQ175390,Tax Technical Editor (CPA),https://careers.thomsonreuters.com/us/en/job/JREQ175390,2024-02-14T00:00:00.000+0000,Full time,Carrollton,United States of America,-96.8449828,32.97533
JREQ176291,Tax Project Manager,https://careers.thomsonreuters.com/us/en/job/JREQ176291,2024-02-14T00:00:00.000+0000,Full time,Carrollton,United States of America,-96.8449828,32.97533
JREQ176330,"Reuters News Summer Internship Programme (Gdansk, Poland)",https://careers.thomsonreuters.com/us/en/job/JREQ176330,2024-02-13T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ176306,"Associate Editor, Practical Law",https://careers.thomsonreuters.com/us/en/job/JREQ176306,2024-02-13T00:00:00.000+0000,Full time,London,United Kingdom,-0.0185088,51.5056439
JREQ175846,Casual Legal Editor,https://careers.thomsonreuters.com/us/en/job/JREQ175846,2024-02-13T00:00:00.000+0000,Part time,Pyrmont,Australia,151.1915144,-33.8664432
JREQ174755,Associate Copy Writer,https://careers.thomsonreuters.com/us/en/job/JREQ174755,2024-02-12T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ175759,"Translation Editor, Japanese Language Service - TEMP",https://careers.thomsonreuters.com/us/en/job/JREQ175759,2024-02-09T00:00:00.000+0000,Full time,Toronto,Canada,-79.3884094,43.6480117
JREQ175763,"Snr Specialist Legal Editor, Practical Law (MENA) Commercial",https://careers.thomsonreuters.com/us/en/job/JREQ175763,2024-02-09T00:00:00.000+0000,Full time,,United Arab Emirates,55.1575893,25.0961362
JREQ175075,Tax Analyst - Vaga afirmativa PCD,https://careers.thomsonreuters.com/us/en/job/JREQ175075,2024-02-09T00:00:00.000+0000,Full time,São Paulo,Brazil,-46.6835209,-23.5990338
JREQ175978,Sr Technical Writer,https://careers.thomsonreuters.com/us/en/job/JREQ175978,2024-02-08T00:00:00.000+0000,Full time,Hyderabad,India,78.3847282,17.438325
JREQ176069,Multimedia News Producer,https://careers.thomsonreuters.com/us/en/job/JREQ176069,2024-02-07T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ176332,Fact-Checking Producer,https://careers.thomsonreuters.com/us/en/job/JREQ176332,2024-02-07T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ174120,Multimedia News Producer,https://careers.thomsonreuters.com/us/en/job/JREQ174120,2024-02-07T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ176097,Cameraperson (Level 1 Journalist - Temp Guild),https://careers.thomsonreuters.com/us/en/job/JREQ176097,2024-02-07T00:00:00.000+0000,Full time,Chicago,United States of America,-87.63723,41.87891930000001
JREQ175922,Tax Associate,https://careers.thomsonreuters.com/us/en/job/JREQ175922,2024-02-06T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ176072,Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ176072,2024-02-06T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ176015,Fact-Checking Producer,https://careers.thomsonreuters.com/us/en/job/JREQ176015,2024-02-05T00:00:00.000+0000,Full time,Kyiv,Ukraine,30.5234,50.4501
JREQ174190,Sector Specialist - Manufacturing,https://careers.thomsonreuters.com/us/en/job/JREQ174190,2024-02-05T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ176024,Attorney Editor,https://careers.thomsonreuters.com/us/en/job/JREQ176024,2024-02-05T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
