id,title,url,open_date,type,city,country,x,y
JREQ180376,"China Politics and Policy Correspondent, Reuters",https://careers.thomsonreuters.com/us/en/job/JREQ180376,2024-06-28T00:00:00.000+0000,Full time,Beijing,China,116.40108,39.9515199
JREQ178227,Polling Correspondent,https://careers.thomsonreuters.com/us/en/job/JREQ178227,2024-06-28T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ179765,"Senior Specialist Legal Editor, Bankruptcy",https://careers.thomsonreuters.com/us/en/job/JREQ179765,2024-06-27T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ178845,State Tax Attorney Editor – Product/Tax Editorial,https://careers.thomsonreuters.com/us/en/job/JREQ178845,2024-06-27T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ179827,Senior Legal Editor,https://careers.thomsonreuters.com/us/en/job/JREQ179827,2024-06-26T00:00:00.000+0000,Part time,London,United Kingdom,-0.0185088,51.5056439
JREQ180341,Legal Editor,https://careers.thomsonreuters.com/us/en/job/JREQ180341,2024-06-26T00:00:00.000+0000,Full time,Toronto,Canada,-79.3884094,43.6480117
JREQ179825,Senior Legal Editor,https://careers.thomsonreuters.com/us/en/job/JREQ179825,2024-06-26T00:00:00.000+0000,Full time,London,United Kingdom,-0.0185088,51.5056439
JREQ179306,Content Enrichment Specialist,https://careers.thomsonreuters.com/us/en/job/JREQ179306,2024-06-26T00:00:00.000+0000,Full time,New York,United States of America,-73.9866995,40.7566955
JREQ178974,Tax Journal Editor,https://careers.thomsonreuters.com/us/en/job/JREQ178974,2024-06-26T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ179545,Senior Attorney Editor,https://careers.thomsonreuters.com/us/en/job/JREQ179545,2024-06-26T00:00:00.000+0000,Full time,North Hollywood,United States of America,-118.3747284,34.1642783
JREQ179476,Attorney Developer,https://careers.thomsonreuters.com/us/en/job/JREQ179476,2024-06-26T00:00:00.000+0000,Full time,Eagan,United States of America,-93.10808019999999,44.8527611
JREQ177895,Publishing Editorial in US Tax & Accounting (3-6 years),https://careers.thomsonreuters.com/us/en/job/JREQ177895,2024-06-25T00:00:00.000+0000,Full time,Hyderabad,India,78.3847282,17.438325
JREQ179856,Tax Associate (Tax Calendar),https://careers.thomsonreuters.com/us/en/job/JREQ179856,2024-06-25T00:00:00.000+0000,Full time,Gdansk,Poland,18.5752702,54.4004235
JREQ180328,"U.S. Columnist, Reuters Breakingviews",https://careers.thomsonreuters.com/us/en/job/JREQ180328,2024-06-25T00:00:00.000+0000,Full time,New York,United States of America,-73.9866995,40.7566955
JREQ179449,"Bureau Chief, Canada",https://careers.thomsonreuters.com/us/en/job/JREQ179449,2024-06-25T00:00:00.000+0000,Full time,Toronto,Canada,-79.3884094,43.6480117
JREQ179241,Attorney Editor,https://careers.thomsonreuters.com/us/en/job/JREQ179241,2024-06-24T00:00:00.000+0000,Full time,Manila,Philippines,121.0520086,14.5344436
JREQ179988,Senior Tax Analyst,https://careers.thomsonreuters.com/us/en/job/JREQ179988,2024-06-21T00:00:00.000+0000,Full time,Frisco,United States of America,-96.833545,33.1073049
JREQ179229,Podcast Producer,https://careers.thomsonreuters.com/us/en/job/JREQ179229,2024-06-18T00:00:00.000+0000,Full time,Wellington,New Zealand,174.7743618,-41.2859199
JREQ179207,"Breaking News Correspondent, Greater China",https://careers.thomsonreuters.com/us/en/job/JREQ179207,2024-06-18T00:00:00.000+0000,Full time,Beijing,China,116.40108,39.9515199
JREQ179015,Polling Analyst,https://careers.thomsonreuters.com/us/en/job/JREQ179015,2024-06-18T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ179631,"Associate Editor, Global Pictures Desk",https://careers.thomsonreuters.com/us/en/job/JREQ179631,2024-06-18T00:00:00.000+0000,Full time,Bengaluru,India,77.7120655,12.9743998
JREQ179665,Tax Specialist,https://careers.thomsonreuters.com/us/en/job/JREQ179665,2024-06-18T00:00:00.000+0000,Full time,Mumbai,India,72.8814089,19.1114368
