id,ref,title,url,open_date,type,category,department,business_unit,industry,function,city,country,x,y
17801417,JREQ165422,Manager Procurement Operations & Sourcing,https://jobs.thomsonreuters.com/job/17801417/manager-procurement-operations-sourcing-bengaluru-in/,2023-02-14T02:03:41.723Z,Full_time,Procurement,Operations & Technology-ALL,Operations Services-ALL,Television Broadcasting,Operations-Procurement General,Bengaluru,IN,77.5946,12.9716
17800729,JREQ166247,"Sales Manager, Event Sponsorships",https://jobs.thomsonreuters.com/job/17800729/sales-manager-event-sponsorships-singapore-sg/,2023-02-13T22:03:18.307Z,Full_time,Sales,Legal Professionals-ALL,Asia & Emerging Markets - Legal,Television Broadcasting,Sales General,Singapore,SG,103.85,1.28967
17800728,JREQ165864,"Digital Producer, Asia Packaged Video",https://jobs.thomsonreuters.com/job/17800728/digital-producer-asia-packaged-video-singapore-sg/,2023-02-13T22:03:18.283Z,Full_time,News & Editorial,Reuters - ALL,Reuters Editorial,Television Broadcasting,Editor,Singapore,SG,103.85,1.28967
17799250,JREQ166017,"Product Marketing Manager, Inbound - Legal Research",https://jobs.thomsonreuters.com/job/17799250/product-marketing-manager-inbound-legal-research-eagan-mn/,2023-02-13T18:03:31.647Z,Full_time,Marketing,Enabling Functions-ALL,Product Marketing,Television Broadcasting,Marketing General,Eagan,US,-93.1669,44.8041
17799249,JREQ165043,Employee Technology Services Project Manager- End User,https://jobs.thomsonreuters.com/job/17799249/employee-technology-services-project-manager-end-user-mexico-city-mx/,2023-02-13T18:03:31.633Z,Full_time,Project Management,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Project Manager,Mexico City,MX,-99.1332,19.4326
17576808,JREQ164563,Principal Product Manager,https://jobs.thomsonreuters.com/job/17576808/principal-product-manager-toronto-ca/,2023-02-13T18:03:30.88Z,Full_time,Product Management,Product-ALL,Product - Legal Practice and Productivity,Television Broadcasting,Product Manager,Toronto,CA,-79.3832,43.6532
16789401,JREQ162338,Salesforce Support Analyst - Finance,https://jobs.thomsonreuters.com/job/16789401/salesforce-support-analyst-finance-mexico-city-mx/,2023-02-13T18:03:30.88Z,Full_time,Business Operations,Enabling Functions-ALL,Commercial Excellence-ALL,Television Broadcasting,Operations General,Mexico City,MX,-99.1332,19.4326
17798945,JREQ166084,Associate Product Manager,https://jobs.thomsonreuters.com/job/17798945/associate-product-manager-eagan-mn/,2023-02-13T17:04:26.657Z,Full_time,Product Management,Product-ALL,Product - Legal Practice and Productivity,Television Broadcasting,Product Manager,Eagan,US,-93.1669,44.8041
17798944,JREQ164661,IT Program Manager,https://jobs.thomsonreuters.com/job/17798944/it-program-manager-mexico-city-mx/,2023-02-13T17:04:26.64Z,Full_time,Project Management,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Project Manager,Mexico City,MX,-99.1332,19.4326
17797940,JREQ165111,Sales Development Representative,https://jobs.thomsonreuters.com/job/17797940/sales-development-representative-mexico-city-mx/,2023-02-13T15:05:14.78Z,Full_time,Sales,Tax&Accounting Professionals-ALL,Tax&Acctg Small-Mid Firms-ALL,Television Broadcasting,Sales General,Mexico City,MX,-99.1332,19.4326
17797427,JREQ164877,Sales Development Representative,https://jobs.thomsonreuters.com/job/17797427/sales-development-representative-mexico-city-mx/,2023-02-13T14:03:18.26Z,Full_time,Sales,Legal Professionals-ALL,Legal Small Law-ALL,Television Broadcasting,Sales General,Mexico City,MX,-99.1332,19.4326
16584208,JREQ162081,Proposal Coordinator (hybrid),https://jobs.thomsonreuters.com/job/16584208/proposal-coordinator-hybrid-mclean-va/,2023-02-13T14:03:17.387Z,Full_time,Procurement,Government-ALL,Government TRSS,Television Broadcasting,Operations-Procurement General,McLean,US,-77.2351,38.9528
17796398,JREQ165824,Sourcing and Procurement (Ariba )Senior Application Engineer,https://jobs.thomsonreuters.com/job/17796398/sourcing-and-procurement-ariba-senior-application-engineer-hyderabad-in/,2023-02-13T11:04:15.913Z,Full_time,Technology Development,Operations & Technology-ALL,Technology - CIO-ALL,Television Broadcasting,Computers General,Hyderabad,IN,78.4867,17.385
17795808,JREQ166063,"Analyst-Global Trade Content-Researcher, Advance Excel",https://jobs.thomsonreuters.com/job/17795808/analyst-global-trade-content-researcher-advance-excel-hyderabad-in/,2023-02-13T07:04:22.943Z,Full_time,Publishing / Editorial,Product-ALL,Product - Content,Television Broadcasting,Publishing General,Hyderabad,IN,78.4867,17.385
17479937,JREQ164623,Custom Legal Market Researcher (Remote),https://jobs.thomsonreuters.com/job/17479937/custom-legal-market-researcher-remote-remote/,2023-02-13T06:03:49.25Z,Full_time,Research,Thomson Reuters Institute-ALL,Thomson Reuters Institute,Television Broadcasting,Research General,London,GB,-0.127758,51.5074
17795375,JREQ166249,TV Intern,https://jobs.thomsonreuters.com/job/17795375/tv-intern-seoul-kr/,2023-02-12T20:03:06.13Z,Part_time,Graduates/Interns,Reuters - ALL,Reuters Editorial,Television Broadcasting,Intern,Seoul,KR,126.978,37.5665
17791492,JREQ166239,Product Tax Analyst,https://jobs.thomsonreuters.com/job/17791492/product-tax-analyst-carrollton-tx/,2023-02-10T19:03:46.273Z,Full_time,Publishing / Editorial,Product-ALL,Product - Content,Television Broadcasting,Publishing General,Carrollton,US,-96.8921,32.9614
17791008,JREQ166290,"Sr. Sales Executive, Corporate - Southeast",https://jobs.thomsonreuters.com/job/17791008/sr-sales-executive-corporate-southeast-atlanta-ga/,2023-02-10T18:03:21.347Z,Full_time,Sales,Corporates-ALL,Corporates Legal,Television Broadcasting,Sales General,Atlanta,US,-84.388,33.749
